route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
R10,DAILY,R10_D0_032,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_032,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_033,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_033,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_034,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_034,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_035,Perur,0,R10_B02,R10_D0
R10,DAILY,R10_D1_035,Ukkadam Bus Terminus,1,R10_B04,R10_D1
R10,DAILY,R10_D0_036,Perur,0,R10_B01,R10_D0
R10,DAILY,R10_D1_036,Ukkadam Bus Terminus,1,R10_B02,R10_D1
R10,DAILY,R10_D0_037,Perur,0,R10_B03,R10_D0
R10,DAILY,R10_D1_037,Ukkadam Bus Terminus,1,R10_B01,R10_D1
R10,DAILY,R10_D0_038,Perur,0,R10_B04,R10_D0
R10,DAILY,R10_D1_038,Ukkadam Bus Terminus,1,R10_B03,R10_D1
R10,DAILY,R10_D0_039,Perur,0,R10_B02,R10_D0
