trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled
R8_D0_001,05:42:52,05:43:22,CBE048,5,3983.0
R8_D0_001,05:47:31,05:47:31,CBE001,6,5432.7
R8_D1_001,05:41:00,05:41:00,CBE001,1,0.0
R8_D1_001,05:45:09,05:45:39,CBE048,2,1449.8
R8_D1_001,05:48:21,05:48:51,CBE047,3,2397.7
R8_D1_001,05:51:33,05:52:03,CBE046,4,3345.6
R8_D1_001,05:55:02,05:55:32,CBE045,5,4389.2
R8_D1_001,05:58:31,05:58:31,CBE044,6,5432.7
R8_D0_002,05:52:00,05:52:00,CBE044,1,0.0
R8_D0_002,05:54:59,05:55:29,CBE045,2,1043.6
R8_D0_002,05:58:28,05:58:58,CBE046,3,2087.2
R8_D0_002,06:01:40,06:02:10,CBE047,4,3035.1
R8_D0_002,06:04:52,06:05:22,CBE048,5,3983.0
R8_D0_002,06:09:31,06:09:31,CBE001,6,5432.7
R8_D1_002,06:03:00,06:03:00,CBE001,1,0.0
R8_D1_002,06:07:09,06:07:39,CBE048,2,1449.8
R8_D1_002,06:10:21,06:10:51,CBE047,3,2397.7
R8_D1_002,06:13:33,06:14:03,CBE046,4,3345.6
R8_D1_002,06:17:02,06:17:32,CBE045,5,4389.2
R8_D1_002,06:20:31,06:20:31,CBE044,6,5432.7
R8_D0_003,06:14:00,06:14:00,CBE044,1,0.0
R8_D0_003,06:16:59,06:17:29,CBE045,2,1043.6
R8_D0_003,06:20:28,06:20:58,CBE046,3,2087.2
R8_D0_003,06:23:40,06:24:10,CBE047,4,3035.1
R8_D0_003,06:26:52,06:27:22,CBE048,5,3983.0
R8_D0_003,06:31:31,06:31:31,CBE001,6,5432.7
R8_D1_003,06:25:00,06:25:00,CBE001,1,0.0
R8_D1_003,06:29:09,06:29:39,CBE048,2,1449.8
R8_D1_003,06:32:21,06:32:51,CBE047,3,2397.7
R8_D1_003,06:35:33,06:36:03,CBE046,4,3345.6
R8_D1_003,06:39:02,06:39:32,CBE045,5,4389.2
R8_D1_003,06:42:31,06:42:31,CBE044,6,5432.7
R8_D0_004,06:36:00,06:36:00,CBE044,1,0.0
R8_D0_004,06:38:59,06:39:29,CBE045,2,1043.6
R8_D0_004,06:42:28,06:42:58,CBE046,3,2087.2
R8_D0_004,06:45:40,06:46:10,CBE047,4,3035.1
R8_D0_004,06:48:52,06:49:22,CBE048,5,3983.0
R8_D0_004,06:53:31,06:53:31,CBE001,6,5432.7
R8_D1_004,06:47:00,06:47:00,CBE001,1,0.0
R8_D1_004,06:51:09,06:51:39,CBE048,2,1449.8
R8_D1_004,06:54:21,06:54:51,CBE047,3,2397.7
R8_D1_004,06:57:33,06:58:03,CBE046,4,3345.6
R8_D1_004,07:01:02,07:01:32,CBE045,5,4389.2
R8_D1_004,07:04:31,07:04:31,CBE044,6,5432.7
R8_D0_005,06:58:00,06:58:00,CBE044,1,0.0
R8_D0_005,07:00:59,07:01:29,CBE045,2,1043.6
R8_D0_005,07:04:28,07:04:58,CBE046,3,2087.2
R8_D0_005,07:07:40,07:08:10,CBE047,4,3035.1
R8_D0_005,07:10:52,07:11:22,CBE048,5,3983.0
R8_D0_005,07:15:31,07:15:31,CBE001,6,5432.7
R8_D1_005,07:09:00,07:09:00,CBE001,1,0.0
R8_D1_005,07:13:09,07:13:39,CBE048,2,1449.8
R8_D1_005,07:16:21,07:16:51,CBE047,3,2397.7
R8_D1_005,07:19:33,07:20:03,CBE046,4,3345.6
R8_D1_005,07:23:02,07:23:32,CBE045,5,4389.2
R8_D1_005,07:26:31,07:26:31,CBE044,6,5432.7
R8_D0_006,07:20:00,07:20:00,CBE044,1,0.0
R8_D0_006,07:22:59,07:23:29,CBE045,2,1043.6
R8_D0_006,07:26:28,07:26:58,CBE046,3,2087.2
R8_D0_006,07:29:40,07:30:10,CBE047,4,3035.1
R8_D0_006,07:32:52,07:33:22,CBE048,5,3983.0
R8_D0_006,07:37:31,07:37:31,CBE001,6,5432.7
R8_D1_006,07:21:00,07:21:00,CBE001,1,0.0
R8_D1_006,07:25:09,07:25:39,CBE048,2,1449.8
R8_D1_006,07:28:21,07:28:51,CBE047,3,2397.7
R8_D1_006,07:31:33,07:32:03,CBE046,4,3345.6
R8_D1_006,07:35:02,07:35:32,CBE045,5,4389.2
R8_D1_006,07:38:31,07:38:31,CBE044,6,5432.7
R8_D0_007,07:32:00,07:32:00,CBE044,1,0.0
R8_D0_007,07:34:59,07:35:29,CBE045,2,1043.6
R8_D0_007,07:38:28,07:38:58,CBE046,3,2087.2
R8_D0_007,07:41:40,07:42:10,CBE047,4,3035.1
R8_D0_007,07:44:52,07:45:22,CBE048,5,3983.0
R8_D0_007,07:49:31,07:49:31,CBE001,6,5432.7
R8_D1_007,07:33:00,07:33:00,CBE001,1,0.0
R8_D1_007,07:37:09,07:37:39,CBE048,2,1449.8
R8_D1_007,07:40:21,07:40:51,CBE047,3,2397.7
R8_D1_007,07:43:33,07:44:03,CBE046,4,3345.6
R8_D1_007,07:47:02,07:47:32,CBE045,5,4389.2
R8_D1_007,07:50:31,07:50:31,CBE044,6,5432.7
R8_D0_008,07:44:00,07:44:00,CBE044,1,0.0
R8_D0_008,07:46:59,07:47:29,CBE045,2,1043.6
R8_D0_008,07:50:28,07:50:58,CBE046,3,2087.2
R8_D0_008,07:53:40,07:54:10,CBE047,4,3035.1
R8_D0_008,07:56:52,07:57:22,CBE048,5,3983.0
R8_D0_008,08:01:31,08:01:31,CBE001,6,5432.7
R8_D1_008,07:45:00,07:45:00,CBE001,1,0.0
R8_D1_008,07:49:09,07:49:39,CBE048,2,1449.8
R8_D1_008,07:52:21,07:52:51,CBE047,3,2397.7
R8_D1_008,07:55:33,07:56:03,CBE046,4,3345.6
R8_D1_008,07:59:02,07:59:32,CBE045,5,4389.2
R8_D1_008,08:02:31,08:02:31,CBE044,6,5432.7
R8_D0_009,07:56:00,07:56:00,CBE044,1,0.0
R8_D0_009,07:58:59,07:59:29,CBE045,2,1043.6
R8_D0_009,08:02:28,08:02:58,CBE046,3,2087.2
R8_D0_009,08:05:40,08:06:10,CBE047,4,3035.1
R8_D0_009,08:08:52,08:09:22,CBE048,5,3983.0
R8_D0_009,08:13:31,08:13:31,CBE001,6,5432.7
R8_D1_009,07:57:00,07:57:00,CBE001,1,0.0
R8_D1_009,08:01:09,08:01:39,CBE048,2,1449.8
R8_D1_009,08:04:21,08:04:51,CBE047,3,2397.7
R8_D1_009,08:07:33,08:08:03,CBE046,4,3345.6
R8_D1_009,08:11:02,08:11:32,CBE045,5,4389.2
R8_D1_009,08:14:31,08:14:31,CBE044,6,5432.7
R8_D0_010,08:08:00,08:08:00,CBE044,1,0.0
R8_D0_010,08:10:59,08:11:29,CBE045,2,1043.6
R8_D0_010,08:14:28,08:14:58,CBE046,3,2087.2
R8_D0_010,08:17:40,08:18:10,CBE047,4,3035.1
R8_D0_010,08:20:52,08:21:22,CBE048,5,3983.0
R8_D0_010,08:25:31,08:25:31,CBE001,6,5432.7
R8_D1_010,08:09:00,08:09:00,CBE001,1,0.0
R8_D1_010,08:13:09,08:13:39,CBE048,2,1449.8
R8_D1_010,08:16:21,08:16:51,CBE047,3,2397.7
R8_D1_010,08:19:33,08:20:03,CBE046,4,3345.6
R8_D1_010,08:23:02,08:23:32,CBE045,5,4389.2
R8_D1_010,08:26:31,08:26:31,CBE044,6,5432.7
R8_D0_011,08:20:00,08:20:00,CBE044,1,0.0
R8_D0_011,08:22:59,08:23:29,CBE045,2,1043.6
R8_D0_011,08:26:28,08:26:58,CBE046,3,2087.2
R8_D0_011,08:29:40,08:30:10,CBE047,4,3035.1
R8_D0_011,08:32:52,08:33:22,CBE048,5,3983.0
R8_D0_011,08:37:31,08:37:31,CBE001,6,5432.7
R8_D1_011,08:21:00,08:21:00,CBE001,1,0.0
R8_D1_011,08:25:09,08:25:39,CBE048,2,1449.8
R8_D1_011,08:28:21,08:28:51,CBE047,3,2397.7
R8_D1_011,08:31:33,08:32:03,CBE046,4,3345.6
R8_D1_011,08:35:02,08:35:32,CBE045,5,4389.2
R8_D1_011,08:38:31,08:38:31,CBE044,6,5432.7
R8_D0_012,08:32:00,08:32:00,CBE044,1,0.0
R8_D0_012,08:34:59,08:35:29,CBE045,2,1043.6
R8_D0_012,08:38:28,08:38:58,CBE046,3,2087.2
R8_D0_012,08:41:40,08:42:10,CBE047,4,3035.1
R8_D0_012,08:44:52,08:45:22,CBE048,5,3983.0
R8_D0_012,08:49:31,08:49:31,CBE001,6,5432.7
R8_D1_012,08:33:00,08:33:00,CBE001,1,0.0
R8_D1_012,08:37:09,08:37:39,CBE048,2,1449.8
R8_D1_012,08:40:21,08:40:51,CBE047,3,2397.7
R8_D1_012,08:43:33,08:44:03,CBE046,4,3345.6
R8_D1_012,08:47:02,08:47:32,CBE045,5,4389.2
R8_D1_012,08:50:31,08:50:31,CBE044,6,5432.7
R8_D0_013,08:44:00,08:44:00,CBE044,1,0.0
R8_D0_013,08:46:59,08:47:29,CBE045,2,1043.6
R8_D0_013,08:50:28,08:50:58,CBE046,3,2087.2
R8_D0_013,08:53:40,08:54:10,CBE047,4,3035.1
R8_D0_013,08:56:52,08:57:22,CBE048,5,3983.0
R8_D0_013,09:01:31,09:01:31,CBE001,6,5432.7
R8_D1_013,08:45:00,08:45:00,CBE001,1,0.0
R8_D1_013,08:49:09,08:49:39,CBE048,2,1449.8
R8_D1_013,08:52:21,08:52:51,CBE047,3,2397.7
R8_D1_013,08:55:33,08:56:03,CBE046,4,3345.6
R8_D1_013,08:59:02,08:59:32,CBE045,5,4389.2
R8_D1_013,09:02:31,09:02:31,CBE044,6,5432.7
R8_D0_014,08:56:00,08:56:00,CBE044,1,0.0
R8_D0_014,08:58:59,08:59:29,CBE045,2,1043.6
R8_D0_014,09:02:28,09:02:58,CBE046,3,2087.2
R8_D0_014,09:05:40,09:06:10,CBE047,4,3035.1
R8_D0_014,09:08:52,09:09:22,CBE048,5,3983.0
R8_D0_014,09:13:31,09:13:31,CBE001,6,5432.7
R8_D1_014,08:57:00,08:57:00,CBE001,1,0.0
R8_D1_014,09:01:09,09:01:39,CBE048,2,1449.8
R8_D1_014,09:04:21,09:04:51,CBE047,3,2397.7
R8_D1_014,09:07:33,09:08:03,CBE046,4,3345.6
R8_D1_014,09:11:02,09:11:32,CBE045,5,4389.2
R8_D1_014,09:14:31,09:14:31,CBE044,6,5432.7
R8_D0_015,09:08:00,09:08:00,CBE044,1,0.0
R8_D0_015,09:10:59,09:11:29,CBE045,2,1043.6
R8_D0_015,09:14:28,09:14:58,CBE046,3,2087.2
R8_D0_015,09:17:40,09:18:10,CBE047,4,3035.1
R8_D0_015,09:20:52,09:21:22,CBE048,5,3983.0
R8_D0_015,09:25:31,09:25:31,CBE001,6,5432.7
R8_D1_015,09:09:00,09:09:00,CBE001,1,0.0
R8_D1_015,09:13:09,09:13:39,CBE048,2,1449.8
R8_D1_015,09:16:21,09:16:51,CBE047,3,2397.7
R8_D1_015,09:19:33,09:20:03,CBE046,4,3345.6
R8_D1_015,09:23:02,09:23:32,CBE045,5,4389.2
R8_D1_015,09:26:31,09:26:31,CBE044,6,5432.7
R8_D0_016,09:20:00,09:20:00,CBE044,1,0.0
R8_D0_016,09:22:59,09:23:29,CBE045,2,1043.6
R8_D0_016,09:26:28,09:26:58,CBE046,3,2087.2
R8_D0_016,09:29:40,09:30:10,CBE047,4,3035.1
R8_D0_016,09:32:52,09:33:22,CBE048,5,3983.0
R8_D0_016,09:37:31,09:37:31,CBE001,6,5432.7
R8_D1_016,09:21:00,09:21:00,CBE001,1,0.0
R8_D1_016,09:25:09,09:25:39,CBE048,2,1449.8
R8_D1_016,09:28:21,09:28:51,CBE047,3,2397.7
R8_D1_016,09:31:33,09:32:03,CBE046,4,3345.6
R8_D1_016,09:35:02,09:35:32,CBE045,5,4389.2
R8_D1_016,09:38:31,09:38:31,CBE044,6,5432.7
R8_D0_017,09:32:00,09:32:00,CBE044,1,0.0
R8_D0_017,09:34:59,09:35:29,CBE045,2,1043.6
R8_D0_017,09:38:28,09:38:58,CBE046,3,2087.2
R8_D0_017,09:41:40,09:42:10,CBE047,4,3035.1
R8_D0_017,09:44:52,09:45:22,CBE048,5,3983.0
R8_D0_017,09:49:31,09:49:31,CBE001,6,5432.7
R8_D1_017,09:33:00,09:33:00,CBE001,1,0.0
R8_D1_017,09:37:09,09:37:39,CBE048,2,1449.8
R8_D1_017,09:40:21,09:40:51,CBE047,3,2397.7
R8_D1_017,09:43:33,09:44:03,CBE046,4,3345.6
R8_D1_017,09:47:02,09:47:32,CBE045,5,4389.2
R8_D1_017,09:50:31,09:50:31,CBE044,6,5432.7
R8_D0_018,09:44:00,09:44:00,CBE044,1,0.0
R8_D0_018,09:46:59,09:47:29,CBE045,2,1043.6
R8_D0_018,09:50:28,09:50:58,CBE046,3,2087.2
R8_D0_018,09:53:40,09:54:10,CBE047,4,3035.1
R8_D0_018,09:56:52,09:57:22,CBE048,5,3983.0
R8_D0_018,10:01:31,10:01:31,CBE001,6,5432.7
R8_D1_018,09:45:00,09:45:00,CBE001,1,0.0
R8_D1_018,09:49:09,09:49:39,CBE048,2,1449.8
R8_D1_018,09:52:21,09:52:51,CBE047,3,2397.7
R8_D1_018,09:55:33,09:56:03,CBE046,4,3345.6
R8_D1_018,09:59:02,09:59:32,CBE045,5,4389.2
R8_D1_018,10:02:31,10:02:31,CBE044,6,5432.7
R8_D0_019,09:56:00,09:56:00,CBE044,1,0.0
R8_D0_019,09:58:59,09:59:29,CBE045,2,1043.6
R8_D0_019,10:02:28,10:02:58,CBE046,3,2087.2
R8_D0_019,10:05:40,10:06:10,CBE047,4,3035.1
R8_D0_019,10:08:52,10:09:22,CBE048,5,3983.0
R8_D0_019,10:13:31,10:13:31,CBE001,6,5432.7
R8_D1_019,09:57:00,09:57:00,CBE001,1,0.0
R8_D1_019,10:01:09,10:01:39,CBE048,2,1449.8
R8_D1_019,10:04:21,10:04:51,CBE047,3,2397.7
R8_D1_019,10:07:33,10:08:03,CBE046,4,3345.6
R8_D1_019,10:11:02,10:11:32,CBE045,5,4389.2
R8_D1_019,10:14:31,10:14:31,CBE044,6,5432.7
R8_D0_020,10:08:00,10:08:00,CBE044,1,0.0
R8_D0_020,10:10:59,10:11:29,CBE045,2,1043.6
R8_D0_020,10:14:28,10:14:58,CBE046,3,2087.2
R8_D0_020,10:17:40,10:18:10,CBE047,4,3035.1
R8_D0_020,10:20:52,10:21:22,CBE048,5,3983.0
R8_D0_020,10:25:31,10:25:31,CBE001,6,5432.7
R8_D1_020,10:09:00,10:09:00,CBE001,1,0.0
R8_D1_020,10:13:09,10:13:39,CBE048,2,1449.8
R8_D1_020,10:16:21,10:16:51,CBE047,3,2397.7
R8_D1_020,10:19:33,10:20:03,CBE046,4,3345.6
R8_D1_020,10:23:02,10:23:32,CBE045,5,4389.2
R8_D1_020,10:26:31,10:26:31,CBE044,6,5432.7
R8_D0_021,10:30:00,10:30:00,CBE044,1,0.0
R8_D0_021,10:32:59,10:33:29,CBE045,2,1043.6
R8_D0_021,10:36:28,10:36:58,CBE046,3,2087.2
R8_D0_021,10:39:40,10:40:10,CBE047,4,3035.1
R8_D0_021,10:42:52,10:43:22,CBE048,5,3983.0
R8_D0_021,10:47:31,10:47:31,CBE001,6,5432.7
R8_D1_021,10:31:00,10:31:00,CBE001,1,0.0
R8_D1_021,10:35:09,10:35:39,CBE048,2,1449.8
R8_D1_021,10:38:21,10:38:51,CBE047,3,2397.7
R8_D1_021,10:41:33,10:42:03,CBE046,4,3345.6
R8_D1_021,10:45:02,10:45:32,CBE045,5,4389.2
R8_D1_021,10:48:31,10:48:31,CBE044,6,5432.7
R8_D0_022,10:52:00,10:52:00,CBE044,1,0.0
R8_D0_022,10:54:59,10:55:29,CBE045,2,1043.6
R8_D0_022,10:58:28,10:58:58,CBE046,3,2087.2
R8_D0_022,11:01:40,11:02:10,CBE047,4,3035.1
R8_D0_022,11:04:52,11:05:22,CBE048,5,3983.0
R8_D0_022,11:09:31,11:09:31,CBE001,6,5432.7
R8_D1_022,10:53:00,10:53:00,CBE001,1,0.0
R8_D1_022,10:57:09,10:57:39,CBE048,2,1449.8
R8_D1_022,11:00:21,11:00:51,CBE047,3,2397.7
R8_D1_022,11:03:33,11:04:03,CBE046,4,3345.6
R8_D1_022,11:07:02,11:07:32,CBE045,5,4389.2
R8_D1_022,11:10:31,11:10:31,CBE044,6,5432.7
R8_D0_023,11:14:00,11:14:00,CBE044,1,0.0
R8_D0_023,11:16:59,11:17:29,CBE045,2,1043.6
R8_D0_023,11:20:28,11:20:58,CBE046,3,2087.2
R8_D0_023,11:23:40,11:24:10,CBE047,4,3035.1
R8_D0_023,11:26:52,11:27:22,CBE048,5,3983.0
R8_D0_023,11:31:31,11:31:31,CBE001,6,5432.7
R8_D1_023,11:15:00,11:15:00,CBE001,1,0.0
R8_D1_023,11:19:09,11:19:39,CBE048,2,1449.8
R8_D1_023,11:22:21,11:22:51,CBE047,3,2397.7
R8_D1_023,11:25:33,11:26:03,CBE046,4,3345.6
R8_D1_023,11:29:02,11:29:32,CBE045,5,4389.2
R8_D1_023,11:32:31,11:32:31,CBE044,6,5432.7
R8_D0_024,11:36:00,11:36:00,CBE044,1,0.0
R8_D0_024,11:38:59,11:39:29,CBE045,2,1043.6
R8_D0_024,11:42:28,11:42:58,CBE046,3,2087.2
R8_D0_024,11:45:40,11:46:10,CBE047,4,3035.1
R8_D0_024,11:48:52,11:49:22,CBE048,5,3983.0
R8_D0_024,11:53:31,11:53:31,CBE001,6,5432.7
R8_D1_024,11:37:00,11:37:00,CBE001,1,0.0
R8_D1_024,11:41:09,11:41:39,CBE048,2,1449.8
R8_D1_024,11:44:21,11:44:51,CBE047,3,2397.7
R8_D1_024,11:47:33,11:48:03,CBE046,4,3345.6
R8_D1_024,11:51:02,11:51:32,CBE045,5,4389.2
R8_D1_024,11:54:31,11:54:31,CBE044,6,5432.7
R8_D0_025,11:58:00,11:58:00,CBE044,1,0.0
R8_D0_025,12:00:59,12:01:29,CBE045,2,1043.6
R8_D0_025,12:04:28,12:04:58,CBE046,3,2087.2
R8_D0_025,12:07:40,12:08:10,CBE047,4,3035.1
R8_D0_025,12:10:52,12:11:22,CBE048,5,3983.0
R8_D0_025,12:15:31,12:15:31,CBE001,6,5432.7
R8_D1_025,11:59:00,11:59:00,CBE001,1,0.0
R8_D1_025,12:03:09,12:03:39,CBE048,2,1449.8
R8_D1_025,12:06:21,12:06:51,CBE047,3,2397.7
R8_D1_025,12:09:33,12:10:03,CBE046,4,3345.6
R8_D1_025,12:13:02,12:13:32,CBE045,5,4389.2
R8_D1_025,12:16:31,12:16:31,CBE044,6,5432.7
R8_D0_026,12:20:00,12:20:00,CBE044,1,0.0
R8_D0_026,12:22:59,12:23:29,CBE045,2,1043.6
R8_D0_026,12:26:28,12:26:58,CBE046,3,2087.2
R8_D0_026,12:29:40,12:30:10,CBE047,4,3035.1
R8_D0_026,12:32:52,12:33:22,CBE048,5,3983.0
R8_D0_026,12:37:31,12:37:31,CBE001,6,5432.7
R8_D1_026,12:21:00,12:21:00,CBE001,1,0.0
R8_D1_026,12:25:09,12:25:39,CBE048,2,1449.8
R8_D1_026,12:28:21,12:28:51,CBE047,3,2397.7
R8_D1_026,12:31:33,12:32:03,CBE046,4,3345.6
R8_D1_026,12:35:02,12:35:32,CBE045,5,4389.2
R8_D1_026,12:38:31,12:38:31,CBE044,6,5432.7
R8_D0_027,12:42:00,12:42:00,CBE044,1,0.0
R8_D0_027,12:44:59,12:45:29,CBE045,2,1043.6
R8_D0_027,12:48:28,12:48:58,CBE046,3,2087.2
R8_D0_027,12:51:40,12:52:10,CBE047,4,3035.1
R8_D0_027,12:54:52,12:55:22,CBE048,5,3983.0
R8_D0_027,12:59:31,12:59:31,CBE001,6,5432.7
R8_D1_027,12:43:00,12:43:00,CBE001,1,0.0
R8_D1_027,12:47:09,12:47:39,CBE048,2,1449.8
R8_D1_027,12:50:21,12:50:51,CBE047,3,2397.7
R8_D1_027,12:53:33,12:54:03,CBE046,4,3345.6
R8_D1_027,12:57:02,12:57:32,CBE045,5,4389.2
R8_D1_027,13:00:31,13:00:31,CBE044,6,5432.7
R8_D0_028,13:04:00,13:04:00,CBE044,1,0.0
R8_D0_028,13:06:59,13:07:29,CBE045,2,1043.6
R8_D0_028,13:10:28,13:10:58,CBE046,3,2087.2
R8_D0_028,13:13:40,13:14:10,CBE047,4,3035.1
R8_D0_028,13:16:52,13:17:22,CBE048,5,3983.0
R8_D0_028,13:21:31,13:21:31,CBE001,6,5432.7
R8_D1_028,13:05:00,13:05:00,CBE001,1,0.0
R8_D1_028,13:09:09,13:09:39,CBE048,2,1449.8
R8_D1_028,13:12:21,13:12:51,CBE047,3,2397.7
R8_D1_028,13:15:33,13:16:03,CBE046,4,3345.6
R8_D1_028,13:19:02,13:19:32,CBE045,5,4389.2
R8_D1_028,13:22:31,13:22:31,CBE044,6,5432.7
R8_D0_029,13:26:00,13:26:00,CBE044,1,0.0
R8_D0_029,13:28:59,13:29:29,CBE045,2,1043.6
R8_D0_029,13:32:28,13:32:58,CBE046,3,2087.2
R8_D0_029,13:35:40,13:36:10,CBE047,4,3035.1
R8_D0_029,13:38:52,13:39:22,CBE048,5,3983.0
R8_D0_029,13:43:31,13:43:31,CBE001,6,5432.7
R8_D1_029,13:27:00,13:27:00,CBE001,1,0.0
R8_D1_029,13:31:09,13:31:39,CBE048,2,1449.8
R8_D1_029,13:34:21,13:34:51,CBE047,3,2397.7
R8_D1_029,13:37:33,13:38:03,CBE046,4,3345.6
R8_D1_029,13:41:02,13:41:32,CBE045,5,4389.2
R8_D1_029,13:44:31,13:44:31,CBE044,6,5432.7
R8_D0_030,13:48:00,13:48:00,CBE044,1,0.0
R8_D0_030,13:50:59,13:51:29,CBE045,2,1043.6
R8_D0_030,13:54:28,13:54:58,CBE046,3,2087.2
R8_D0_030,13:57:40,13:58:10,CBE047,4,3035.1
R8_D0_030,14:00:52,14:01:22,CBE048,5,3983.0
R8_D0_030,14:05:31,14:05:31,CBE001,6,5432.7
R8_D1_030,13:49:00,13:49:00,CBE001,1,0.0
R8_D1_030,13:53:09,13:53:39,CBE048,2,1449.8
R8_D1_030,13:56:21,13:56:51,CBE047,3,2397.7
R8_D1_030,13:59:33,14:00:03,CBE046,4,3345.6
R8_D1_030,14:03:02,14:03:32,CBE045,5,4389.2
R8_D1_030,14:06:31,14:06:31,CBE044,6,5432.7
R8_D0_031,14:10:00,14:10:00,CBE044,1,0.0
R8_D0_031,14:12:59,14:13:29,CBE045,2,1043.6
R8_D0_031,14:16:28,14:16:58,CBE046,3,2087.2
R8_D0_031,14:19:40,14:20:10,CBE047,4,3035.1
R8_D0_031,14:22:52,14:23:22,CBE048,5,3983.0
R8_D0_031,14:27:31,14:27:31,CBE001,6,5432.7
R8_D1_031,14:11:00,14:11:00,CBE001,1,0.0
R8_D1_031,14:15:09,14:15:39,CBE048,2,1449.8
R8_D1_031,14:18:21,14:18:51,CBE047,3,2397.7
R8_D1_031,14:21:33,14:22:03,CBE046,4,3345.6
R8_D1_031,14:25:02,14:25:32,CBE045,5,4389.2
R8_D1_031,14:28:31,14:28:31,CBE044,6,5432.7
R8_D0_032,14:32:00,14:32:00,CBE044,1,0.0
R8_D0_032,14:34:59,14:35:29,CBE045,2,1043.6
R8_D0_032,14:38:28,14:38:58,CBE046,3,2087.2
R8_D0_032,14:41:40,14:42:10,CBE047,4,3035.1
R8_D0_032,14:44:52,14:45:22,CBE048,5,3983.0
R8_D0_032,14:49:31,14:49:31,CBE001,6,5432.7
R8_D1_032,14:33:00,14:33:00,CBE001,1,0.0
R8_D1_032,14:37:09,14:37:39,CBE048,2,1449.8
R8_D1_032,14:40:21,14:40:51,CBE047,3,2397.7
R8_D1_032,14:43:33,14:44:03,CBE046,4,3345.6
R8_D1_032,14:47:02,14:47:32,CBE045,5,4389.2
R8_D1_032,14:50:31,14:50:31,CBE044,6,5432.7
R8_D0_033,14:54:00,14:54:00,CBE044,1,0.0
R8_D0_033,14:56:59,14:57:29,CBE045,2,1043.6
R8_D0_033,15:00:28,15:00:58,CBE046,3,2087.2
R8_D0_033,15:03:40,15:04:10,CBE047,4,3035.1
R8_D0_033,15:06:52,15:07:22,CBE048,5,3983.0
R8_D0_033,15:11:31,15:11:31,CBE001,6,5432.7
R8_D1_033,14:55:00,14:55:00,CBE001,1,0.0
R8_D1_033,14:59:09,14:59:39,CBE048,2,1449.8
R8_D1_033,15:02:21,15:02:51,CBE047,3,2397.7
R8_D1_033,15:05:33,15:06:03,CBE046,4,3345.6
R8_D1_033,15:09:02,15:09:32,CBE045,5,4389.2
R8_D1_033,15:12:31,15:12:31,CBE044,6,5432.7
R8_D0_034,15:16:00,15:16:00,CBE044,1,0.0
R8_D0_034,15:18:59,15:19:29,CBE045,2,1043.6
R8_D0_034,15:22:28,15:22:58,CBE046,3,2087.2
R8_D0_034,15:25:40,15:26:10,CBE047,4,3035.1
R8_D0_034,15:28:52,15:29:22,CBE048,5,3983.0
R8_D0_034,15:33:31,15:33:31,CBE001,6,5432.7
R8_D1_034,15:17:00,15:17:00,CBE001,1,0.0
R8_D1_034,15:21:09,15:21:39,CBE048,2,1449.8
R8_D1_034,15:24:21,15:24:51,CBE047,3,2397.7
R8_D1_034,15:27:33,15:28:03,CBE046,4,3345.6
R8_D1_034,15:31:02,15:31:32,CBE045,5,4389.2
R8_D1_034,15:34:31,15:34:31,CBE044,6,5432.7
R8_D0_035,15:38:00,15:38:00,CBE044,1,0.0
R8_D0_035,15:40:59,15:41:29,CBE045,2,1043.6
R8_D0_035,15:44:28,15:44:58,CBE046,3,2087.2
R8_D0_035,15:47:40,15:48:10,CBE047,4,3035.1
R8_D0_035,15:50:52,15:51:22,CBE048,5,3983.0
R8_D0_035,15:55:31,15:55:31,CBE001,6,5432.7
R8_D1_035,15:39:00,15:39:00,CBE001,1,0.0
R8_D1_035,15:43:09,15:43:39,CBE048,2,1449.8
R8_D1_035,15:46:21,15:46:51,CBE047,3,2397.7
R8_D1_035,15:49:33,15:50:03,CBE046,4,3345.6
R8_D1_035,15:53:02,15:53:32,CBE045,5,4389.2
R8_D1_035,15:56:31,15:56:31,CBE044,6,5432.7
R8_D0_036,16:00:00,16:00:00,CBE044,1,0.0
R8_D0_036,16:02:59,16:03:29,CBE045,2,1043.6
R8_D0_036,16:06:28,16:06:58,CBE046,3,2087.2
R8_D0_036,16:09:40,16:10:10,CBE047,4,3035.1
R8_D0_036,16:12:52,16:13:22,CBE048,5,3983.0
R8_D0_036,16:17:31,16:17:31,CBE001,6,5432.7
R8_D1_036,16:01:00,16:01:00,CBE001,1,0.0
R8_D1_036,16:05:09,16:05:39,CBE048,2,1449.8
R8_D1_036,16:08:21,16:08:51,CBE047,3,2397.7
R8_D1_036,16:11:33,16:12:03,CBE046,4,3345.6
R8_D1_036,16:15:02,16:15:32,CBE045,5,4389.2
R8_D1_036,16:18:31,16:18:31,CBE044,6,5432.7
R8_D0_037,16:22:00,16:22:00,CBE044,1,0.0
R8_D0_037,16:24:59,16:25:29,CBE045,2,1043.6
R8_D0_037,16:28:28,16:28:58,CBE046,3,2087.2
R8_D0_037,16:31:40,16:32:10,CBE047,4,3035.1
R8_D0_037,16:34:52,16:35:22,CBE048,5,3983.0
R8_D0_037,16:39:31,16:39:31,CBE001,6,5432.7
R8_D1_037,16:23:00,16:23:00,CBE001,1,0.0
R8_D1_037,16:27:09,16:27:39,CBE048,2,1449.8
R8_D1_037,16:30:21,16:30:51,CBE047,3,2397.7
R8_D1_037,16:33:33,16:34:03,CBE046,4,3345.6
